user,login_count,night_logins,usb_count,file_activity_count,anomaly_label,risk_score
EMP07867,469,16,473,1246,1,38.82
EMP07868,133,4,9,51,1,5.94
EMP07869,335,3,19,44,1,7.80
EMP07870,82,3,1,33,1,20.76
EMP07871,130,0,12,140,1,18.72
EMP07872,767,15,402,2391,1,33.58
EMP07873,154,1,15,7,1,13.75
EMP07874,187,2,12,170,1,7.70
EMP07875,277,0,18,50,1,9.11
EMP07876,1034,37,83,1127,1,36.43
EMP07877,82,3,1,125,1,3.29
EMP07878,168,3,10,150,1,10.84
EMP07879,55,3,2,123,1,23.84
EMP07880,310,0,17,0,1,8.97
EMP07881,221,4,3,169,1,10.00
EMP07882,182,4,16,165,1,7.98
EMP07883,139,0,1,115,1,18.85
EMP07884,292,3,17,139,1,9.33
EMP07885,132,4,11,131,1,13.91
EMP07886,340,4,8,86,1,21.03
EMP07887,145,0,11,64,1,13.26
EMP07888,1132,233,5305,8303,-1,84.46
EMP07889,281,4,4,100,1,9.70
EMP07890,56,4,14,55,1,20.58
EMP07891,83,4,5,40,1,0.68
EMP07892,267,2,7,148,1,12.38
EMP07893,130,2,4,87,1,21.49
EMP07894,291,0,7,50,1,9.44
EMP07895,236,0,15,188,1,6.34
EMP07896,201,0,2,169,1,23.41
EMP07897,305,3,3,54,1,1.63
EMP07898,311,4,14,76,1,0.13
EMP07899,243,0,11,86,1,0.71
EMP07900,190,1,8,95,1,4.72
EMP07901,179,3,9,23,1,3.15
EMP07902,1143,44,66,1581,1,40.36
EMP07903,78,2,12,187,1,21.23
EMP07904,242,2,11,124,1,7.87
EMP07905,1149,11,490,734,1,30.54
EMP07906,124,3,14,85,1,8.30
EMP07907,239,1,12,86,1,7.47
EMP07908,78,3,0,57,1,9.91
EMP07909,58,3,12,26,1,23.52
EMP07910,266,0,1,160,1,14.92
EMP07911,112,2,2,134,1,12.98
EMP07912,466,39,74,694,1,28.86
EMP07913,165,0,6,148,1,4.27
EMP07914,272,0,6,93,1,20.20
EMP07915,184,4,9,117,1,14.32
EMP07916,341,3,1,176,1,17.17
EMP07917,1761,209,4131,5150,-1,62.12
EMP07918,138,2,3,42,1,17.02
EMP07919,256,2,15,26,1,9.40
EMP07920,126,2,16,122,1,4.23
EMP07921,112,2,8,194,1,12.51
EMP07922,322,2,2,11,1,2.47
EMP07923,89,0,13,150,1,4.45
EMP07924,226,0,3,58,1,22.38
EMP07925,88,1,1,36,1,0.60
EMP07926,226,0,19,3,1,15.69
EMP07927,230,1,2,10,1,14.07
EMP07928,340,4,14,100,1,8.77
EMP07929,67,0,11,175,1,3.59
EMP07930,222,0,18,30,1,13.54
EMP07931,267,1,19,22,1,22.68
EMP07932,165,1,3,13,1,20.89
EMP07933,408,13,334,2295,1,27.57
EMP07934,1140,20,173,2427,1,37.19
EMP07935,53,0,10,27,1,20.05
EMP07936,233,1,15,177,1,18.06
EMP07937,69,3,8,104,1,10.68
EMP07938,156,0,14,37,1,12.23
EMP07939,217,1,14,7,1,14.54
EMP07940,632,36,219,1544,1,35.58
EMP07941,282,1,7,74,1,3.56
EMP07942,153,0,16,157,1,13.25
EMP07943,274,1,17,68,1,11.39
EMP07944,209,3,9,153,1,2.41
EMP07945,189,4,0,145,1,3.01
EMP07946,147,4,3,8,1,6.21
EMP07947,803,50,185,1178,1,34.62
EMP07948,213,3,2,31,1,17.35
EMP07949,296,3,6,112,1,10.09
EMP07950,300,0,1,120,1,4.12
EMP07951,218,3,9,140,1,20.01
EMP07952,1904,232,5467,9582,-1,80.82
EMP07953,254,4,17,128,1,16.83
EMP07954,587,35,249,706,1,44.72
EMP07955,259,1,0,67,1,13.05
EMP07956,330,4,5,188,1,9.56
EMP07957,159,2,12,7,1,21.06
EMP07958,670,46,84,597,1,25.85
EMP07959,223,1,13,128,1,1.93
EMP07960,107,4,8,23,1,0.60
EMP07961,168,0,11,198,1,22.81
EMP07962,327,2,2,116,1,4.93
EMP07963,197,0,16,191,1,11.88
EMP07964,163,2,9,156,1,13.20
EMP07965,333,4,18,57,1,8.41
EMP07966,219,0,2,155,1,6.88
EMP07967,87,3,13,84,1,10.22
EMP07968,332,4,13,168,1,6.18
EMP07969,181,0,18,98,1,1.83
EMP07970,154,3,16,188,1,0.94
EMP07971,288,2,16,189,1,19.10
EMP07972,202,2,4,77,1,8.05
EMP07973,120,4,7,183,1,17.63
EMP07974,75,3,18,91,1,8.05
EMP07975,303,4,13,10,1,3.60
EMP07976,87,1,12,95,1,20.33
EMP07977,204,0,10,131,1,18.56
EMP07978,1299,196,2655,12048,-1,86.90
EMP07979,64,4,4,0,1,5.75
EMP07980,133,4,17,81,1,6.48
EMP07981,302,4,15,111,1,1.04
EMP07982,212,3,1,113,1,12.79
EMP07983,798,30,244,2139,1,49.80
EMP07984,321,4,3,106,1,14.93
EMP07985,1354,263,3504,10760,-1,90.08
EMP07986,1075,13,387,661,1,29.09
EMP07987,322,1,1,46,1,15.17
EMP07988,151,0,0,169,1,0.52
EMP07989,246,1,7,1,1,18.47
EMP07990,1037,56,128,655,1,47.67
EMP07991,304,2,11,164,1,20.36
EMP07992,159,4,7,72,1,14.38
EMP07993,311,2,12,68,1,6.38
EMP07994,346,3,12,117,1,7.59
EMP07995,644,24,415,1380,1,40.16
EMP07996,168,1,13,192,1,16.92
EMP07997,97,0,7,51,1,9.32
EMP07998,115,0,16,76,1,4.11
EMP07999,183,2,8,95,1,1.09
EMP08000,169,4,16,130,1,6.72
EMP08001,229,4,16,95,1,6.87
EMP08002,326,0,19,35,1,20.32
EMP08003,124,3,6,110,1,2.77
EMP08004,125,2,8,185,1,7.87
EMP08005,225,1,9,46,1,6.52
EMP08006,231,3,14,92,1,9.74
EMP08007,786,13,342,1428,1,32.19
EMP08008,181,4,11,53,1,11.75
EMP08009,340,4,11,52,1,14.83
EMP08010,320,1,2,81,1,21.73
EMP08011,73,0,1,130,1,8.87
EMP08012,1402,139,2402,12249,-1,74.05
EMP08013,214,2,19,104,1,23.49
EMP08014,63,3,3,187,1,15.52
EMP08015,598,26,302,1140,1,33.24
EMP08016,157,4,11,111,1,16.70
EMP08017,274,3,12,60,1,20.14
EMP08018,195,2,10,0,1,13.16
EMP08019,81,1,9,4,1,20.18
EMP08020,276,3,4,19,1,17.59
EMP08021,229,0,1,23,1,20.72
EMP08022,69,4,4,98,1,0.41
EMP08023,94,4,5,153,1,21.26
EMP08024,196,3,12,77,1,14.07
EMP08025,88,2,6,67,1,10.39
EMP08026,931,45,473,2496,1,44.63
EMP08027,278,4,16,10,1,20.11
EMP08028,1163,10,488,1739,1,48.85
EMP08029,1186,32,380,818,1,25.80
EMP08030,1680,216,3271,12168,-1,86.06
EMP08031,161,4,12,190,1,7.56
EMP08032,284,3,12,84,1,4.40
EMP08033,181,3,8,191,1,8.35
EMP08034,1637,261,6977,13742,-1,67.25
EMP08035,129,4,14,123,1,1.43
EMP08036,595,48,411,515,1,47.06
EMP08037,1133,22,256,1034,1,43.95
EMP08038,100,0,15,0,1,0.29
EMP08039,210,0,10,111,1,23.51
EMP08040,77,3,14,0,1,20.02
EMP08041,345,0,19,79,1,11.64
EMP08042,139,0,19,182,1,16.20
EMP08043,1159,48,524,914,1,28.26
EMP08044,218,1,14,14,1,22.40
EMP08045,223,4,10,73,1,17.42
EMP08046,240,3,5,56,1,10.46
EMP08047,428,48,135,1050,1,36.53
EMP08048,1096,20,261,1430,1,41.76
EMP08049,1044,46,318,1339,1,28.33
EMP08050,189,3,1,9,1,6.27
EMP08051,89,3,5,12,1,23.72
EMP08052,85,0,18,9,1,21.34
EMP08053,88,3,18,34,1,3.47
EMP08054,158,2,7,192,1,20.50
EMP08055,256,3,19,100,1,9.59
EMP08056,96,1,13,150,1,15.16
EMP08057,325,3,13,162,1,0.24
EMP08058,66,2,19,20,1,20.78
EMP08059,617,43,436,1447,1,25.74
EMP08060,1704,162,5295,9603,-1,84.35
EMP08061,175,0,16,85,1,8.26
EMP08062,273,1,3,13,1,17.13
EMP08063,129,0,19,120,1,13.98
EMP08064,236,4,9,99,1,4.02
EMP08065,1084,52,546,1078,1,27.54
EMP08066,161,4,18,72,1,11.65
EMP08067,228,0,16,192,1,1.95
EMP08068,63,2,9,146,1,22.35
EMP08069,1174,20,93,1823,1,48.19
EMP08070,967,51,125,920,1,31.30
EMP08071,644,45,289,1083,1,39.62
EMP08072,316,3,7,52,1,1.57
EMP08073,336,1,8,71,1,23.49
EMP08074,294,1,3,169,1,10.37
EMP08075,990,12,85,1101,1,43.47
EMP08076,406,34,513,2232,1,35.75
EMP08077,150,2,1,161,1,3.20
EMP08078,188,3,0,14,1,7.50
EMP08079,349,1,19,190,1,16.57
EMP08080,1182,37,298,1240,1,38.34
EMP08081,175,4,15,49,1,8.96
EMP08082,1040,43,423,1113,1,31.86
EMP08083,175,1,15,149,1,15.01
EMP08084,147,2,14,146,1,0.75
EMP08085,209,4,17,87,1,16.03
EMP08086,1010,188,6160,11391,-1,91.63
EMP08087,211,1,18,189,1,4.93
EMP08088,87,0,18,57,1,14.10
EMP08089,300,0,4,64,1,12.03
EMP08090,150,1,13,74,1,3.42
EMP08091,180,4,17,96,1,5.72
EMP08092,272,0,6,76,1,6.09
EMP08093,221,1,4,145,1,11.27
EMP08094,244,1,9,173,1,5.07
EMP08095,343,4,12,157,1,5.25
EMP08096,257,3,16,148,1,7.09
EMP08097,1644,278,2272,14165,-1,92.89
EMP08098,73,1,7,138,1,5.43
EMP08099,155,3,14,192,1,9.64
EMP08100,1957,274,2565,9810,-1,88.63
EMP08101,1629,250,2214,9521,-1,85.58
EMP08102,1174,50,461,1587,1,31.11
EMP08103,259,4,0,166,1,12.09
EMP08104,106,1,3,91,1,17.97
EMP08105,169,4,15,68,1,1.73
EMP08106,306,3,7,44,1,23.06
EMP08107,178,0,16,95,1,18.27
EMP08108,1894,291,4729,8610,-1,98.25
EMP08109,1196,12,247,946,1,25.49
EMP08110,87,0,10,172,1,23.97
EMP08111,323,3,16,70,1,17.72
EMP08112,52,3,18,17,1,11.34
EMP08113,138,3,16,24,1,11.99
EMP08114,326,2,7,132,1,14.80
EMP08115,284,0,17,141,1,6.08
EMP08116,238,2,19,161,1,16.30
EMP08117,152,2,17,79,1,10.32
EMP08118,79,1,5,180,1,17.38
EMP08119,606,37,241,1606,1,36.15
EMP08120,296,1,12,92,1,2.91
EMP08121,340,4,15,101,1,19.42
EMP08122,235,4,14,79,1,17.90
EMP08123,1945,162,4592,6416,-1,59.16
EMP08124,774,19,430,890,1,31.59
EMP08125,292,2,17,135,1,5.02
EMP08126,691,52,461,757,1,31.27
EMP08127,142,4,11,108,1,15.49
EMP08128,155,2,10,158,1,8.15
EMP08129,74,1,0,27,1,5.99
EMP08130,82,3,13,70,1,3.16
EMP08131,199,2,10,116,1,0.19
EMP08132,417,46,149,1799,1,47.00
EMP08133,190,4,14,100,1,18.39
EMP08134,53,4,7,23,1,8.51
EMP08135,267,1,16,51,1,22.95
EMP08136,200,2,13,113,1,10.01
EMP08137,54,0,18,43,1,5.82
EMP08138,1392,277,5943,10757,-1,94.15
EMP08139,134,2,19,188,1,19.57
EMP08140,114,3,7,12,1,4.54
EMP08141,110,4,5,132,1,12.48
EMP08142,129,2,15,153,1,15.33
EMP08143,794,35,163,1440,1,41.07
EMP08144,53,4,18,134,1,13.15
EMP08145,192,0,3,157,1,15.63
EMP08146,309,2,6,158,1,2.77
EMP08147,1488,115,6068,14850,-1,62.02
EMP08148,79,4,1,191,1,10.76
EMP08149,167,4,14,148,1,23.53
EMP08150,148,3,6,181,1,20.42
EMP08151,112,3,9,30,1,9.13
EMP08152,912,21,362,1000,1,25.43
EMP08153,102,0,0,8,1,19.29
EMP08154,1302,217,2531,9859,-1,93.72
EMP08155,1030,273,2275,6422,-1,94.64
EMP08156,507,57,307,2325,1,40.45
EMP08157,66,4,8,36,1,6.84
EMP08158,132,4,6,36,1,19.14
EMP08159,333,2,9,64,1,15.57
EMP08160,962,48,113,2352,1,45.48
EMP08161,464,26,438,726,1,48.68
EMP08162,179,4,16,84,1,7.34
EMP08163,97,2,11,188,1,18.30
EMP08164,305,4,1,31,1,8.51
EMP08165,762,58,176,1839,1,26.52
EMP08166,1209,153,3408,9780,-1,91.27
EMP08167,303,2,10,183,1,13.89
EMP08168,1004,21,434,2075,1,47.60
EMP08169,789,23,494,2254,1,49.42
EMP08170,212,1,1,171,1,7.94
EMP08171,283,2,17,164,1,18.96
EMP08172,820,33,53,1525,1,29.76
EMP08173,1253,156,6592,8381,-1,81.62
EMP08174,324,2,12,40,1,1.90
EMP08175,160,3,10,184,1,9.62
EMP08176,63,2,14,96,1,6.48
EMP08177,257,2,10,86,1,18.51
EMP08178,308,1,15,69,1,17.90
EMP08179,63,3,12,67,1,7.51
EMP08180,116,2,17,144,1,16.53
EMP08181,197,3,13,188,1,6.49
EMP08182,198,2,1,140,1,14.04
EMP08183,158,0,4,70,1,2.43
EMP08184,52,2,13,134,1,15.86
EMP08185,314,2,16,76,1,22.11
EMP08186,281,2,5,197,1,15.43
EMP08187,89,4,19,119,1,6.80
EMP08188,279,4,12,100,1,7.65
EMP08189,272,2,16,125,1,22.62
EMP08190,133,4,3,135,1,22.98
EMP08191,68,2,6,113,1,22.44
EMP08192,142,3,9,130,1,21.48
EMP08193,249,0,16,110,1,5.01
EMP08194,337,4,15,150,1,13.05
EMP08195,290,3,3,181,1,3.22
EMP08196,1700,168,2669,6160,-1,94.19
EMP08197,329,0,4,20,1,0.46
EMP08198,147,3,17,50,1,8.07
EMP08199,203,1,8,98,1,10.70
EMP08200,134,2,19,77,1,22.08
EMP08201,238,0,9,170,1,8.40
EMP08202,433,34,118,1325,1,35.49
EMP08203,915,25,296,857,1,42.79
EMP08204,143,1,8,23,1,3.04
EMP08205,1116,50,535,1913,1,26.87
EMP08206,297,0,7,153,1,23.68
EMP08207,206,1,9,154,1,12.88
EMP08208,123,4,11,119,1,3.87
EMP08209,816,29,244,709,1,44.15
EMP08210,278,3,2,119,1,17.06
EMP08211,168,3,9,109,1,13.49
EMP08212,238,0,10,140,1,21.16
EMP08213,131,3,16,170,1,10.98
EMP08214,73,3,19,93,1,19.78
EMP08215,1065,42,505,1131,1,40.88
EMP08216,219,2,7,24,1,17.50
EMP08217,327,4,6,124,1,0.22
EMP08218,242,3,1,141,1,7.34
EMP08219,287,4,13,54,1,17.03
EMP08220,171,3,17,144,1,3.18
EMP08221,294,1,6,189,1,12.57
EMP08222,85,1,9,43,1,9.11
EMP08223,54,0,7,148,1,1.30
EMP08224,77,4,12,104,1,4.23
EMP08225,242,4,19,48,1,14.51
EMP08226,194,0,9,109,1,8.86
EMP08227,501,55,287,1921,1,34.76
EMP08228,236,1,1,96,1,21.86
EMP08229,120,4,9,87,1,0.51
EMP08230,236,2,10,128,1,18.42
EMP08231,313,3,1,0,1,20.46
EMP08232,1741,260,6767,6111,-1,82.42
EMP08233,622,51,418,2311,1,40.97
EMP08234,179,3,15,163,1,15.11
EMP08235,168,4,6,112,1,10.44
EMP08236,188,3,1,173,1,7.27
EMP08237,128,1,17,159,1,6.32
EMP08238,99,4,16,117,1,13.22
EMP08239,62,0,5,20,1,7.35
EMP08240,206,1,10,47,1,11.80
EMP08241,215,4,1,6,1,19.11
EMP08242,298,1,3,1,1,17.86
EMP08243,73,0,19,171,1,4.60
EMP08244,57,4,11,120,1,19.92
EMP08245,129,1,10,178,1,4.35
EMP08246,1008,57,289,745,1,39.28
EMP08247,328,3,1,103,1,18.03
EMP08248,306,0,14,28,1,2.28
EMP08249,962,30,238,1366,1,41.96
EMP08250,343,4,19,121,1,0.92
EMP08251,1146,42,264,1171,1,44.07
EMP08252,765,55,307,1890,1,47.91
EMP08253,1816,152,3635,5361,-1,70.02
EMP08254,108,1,15,121,1,0.05
EMP08255,208,2,10,84,1,21.87
EMP08256,343,4,5,34,1,4.79
EMP08257,512,35,258,2337,1,44.63
EMP08258,120,2,4,110,1,9.28
EMP08259,341,0,13,90,1,21.25
EMP08260,94,1,11,44,1,10.67
EMP08261,270,1,10,70,1,15.35
EMP08262,105,4,11,124,1,14.18
EMP08263,285,1,3,162,1,13.62
EMP08264,1176,42,264,2005,1,38.49
EMP08265,220,1,10,87,1,16.27
EMP08266,92,4,1,158,1,1.80
EMP08267,144,0,17,163,1,1.79
EMP08268,1065,37,400,1394,1,41.71
EMP08269,878,54,78,1102,1,30.10
EMP08270,242,4,15,13,1,20.66
EMP08271,67,2,18,78,1,13.64
EMP08272,1102,43,548,1333,1,45.93
EMP08273,177,1,12,142,1,15.32
EMP08274,336,3,3,193,1,19.68
EMP08275,325,2,13,171,1,11.02
EMP08276,313,4,7,10,1,3.81
EMP08277,74,4,19,86,1,5.05
EMP08278,1922,291,2537,11121,-1,72.98
EMP08279,1795,196,2658,5433,-1,64.42
EMP08280,275,2,4,28,1,3.85
EMP08281,214,3,14,135,1,9.40
EMP08282,152,2,18,131,1,17.03
EMP08283,168,3,16,57,1,14.76
EMP08284,132,3,13,121,1,12.86
EMP08285,954,46,130,2072,1,28.88
EMP08286,331,3,5,113,1,2.30
EMP08287,1163,38,325,1894,1,35.27
EMP08288,222,4,6,176,1,14.86
EMP08289,94,3,13,20,1,10.85
EMP08290,930,36,195,1811,1,36.73
EMP08291,209,3,0,133,1,8.71
EMP08292,277,3,0,184,1,16.93
EMP08293,1111,34,53,568,1,47.92
EMP08294,342,4,0,178,1,15.72
EMP08295,258,0,15,16,1,10.87
EMP08296,93,2,9,164,1,19.48
EMP08297,643,50,59,2136,1,35.57
EMP08298,283,4,4,0,1,13.79
EMP08299,254,2,3,166,1,5.51
EMP08300,89,4,0,114,1,18.45
EMP08301,125,0,18,117,1,7.22
EMP08302,136,4,2,107,1,14.38
EMP08303,173,4,13,91,1,2.18
EMP08304,276,3,0,43,1,9.17
EMP08305,119,4,17,164,1,10.22
EMP08306,62,2,9,141,1,18.77
EMP08307,202,4,12,96,1,0.94
EMP08308,293,3,5,199,1,4.02
EMP08309,89,3,2,1,1,23.62
EMP08310,50,0,17,113,1,15.40
EMP08311,446,50,449,1084,1,43.86
EMP08312,1199,17,517,1083,1,41.87
EMP08313,665,26,79,599,1,42.49
EMP08314,88,3,13,105,1,22.99
EMP08315,95,0,12,179,1,4.13
EMP08316,1890,255,4404,7410,-1,51.08
EMP08317,276,0,16,124,1,12.32
EMP08318,342,0,9,130,1,8.69
EMP08319,286,0,6,156,1,5.84
EMP08320,199,2,18,172,1,20.19
EMP08321,192,1,0,96,1,22.75
EMP08322,300,0,17,175,1,6.87
EMP08323,175,0,18,169,1,22.81
EMP08324,264,4,6,40,1,18.72
EMP08325,81,4,19,102,1,18.13
EMP08326,254,1,12,176,1,17.67
EMP08327,247,1,5,41,1,5.49
EMP08328,1966,216,4959,5137,-1,84.92
EMP08329,1687,294,2661,8926,-1,66.98
EMP08330,342,0,0,86,1,22.73
EMP08331,81,4,0,76,1,5.04
EMP08332,290,4,2,155,1,12.84
EMP08333,279,0,15,80,1,23.62
EMP08334,224,4,18,9,1,13.76
EMP08335,91,4,15,0,1,20.43
EMP08336,622,33,269,872,1,36.52
EMP08337,311,1,8,3,1,0.70
EMP08338,256,2,19,133,1,21.13
EMP08339,228,3,17,143,1,21.81
EMP08340,192,4,11,73,1,5.47
EMP08341,564,13,506,2201,1,38.20
EMP08342,173,1,16,196,1,18.25
EMP08343,118,0,14,83,1,11.89
EMP08344,246,0,10,123,1,17.93
EMP08345,271,3,1,68,1,14.47
EMP08346,404,53,479,2398,1,31.22
EMP08347,1289,104,2707,6901,-1,52.96
EMP08348,1077,181,2441,10937,-1,79.66
EMP08349,246,3,6,1,1,6.42
EMP08350,209,3,3,189,1,11.03
EMP08351,75,1,10,61,1,3.22
EMP08352,347,1,9,64,1,17.26
EMP08353,243,3,14,120,1,14.34
EMP08354,218,4,5,74,1,21.85
EMP08355,836,35,329,1974,1,38.72
EMP08356,918,55,531,1723,1,29.34
EMP08357,987,21,54,871,1,30.60
EMP08358,182,4,3,6,1,6.19
EMP08359,55,4,7,22,1,20.17
EMP08360,124,0,17,83,1,4.76
EMP08361,228,4,11,138,1,9.16
EMP08362,270,3,10,103,1,7.31
EMP08363,187,2,18,185,1,8.20
EMP08364,289,1,5,16,1,18.84
EMP08365,193,1,9,68,1,21.38
EMP08366,285,3,13,54,1,0.59
EMP08367,206,1,11,79,1,23.13
EMP08368,628,52,442,1467,1,39.84
EMP08369,150,0,6,78,1,16.45
EMP08370,127,1,4,172,1,23.29
EMP08371,80,1,5,91,1,12.10
EMP08372,133,2,10,116,1,10.57
EMP08373,274,1,18,3,1,5.64
EMP08374,812,43,313,681,1,40.72
EMP08375,156,1,18,109,1,18.36
EMP08376,137,4,6,141,1,8.52
EMP08377,267,1,2,79,1,18.33
EMP08378,468,49,157,2326,1,41.26
EMP08379,178,2,12,161,1,20.82
EMP08380,266,2,15,76,1,10.51
EMP08381,444,35,341,1486,1,26.81
EMP08382,345,0,2,45,1,12.80
EMP08383,198,4,15,93,1,6.06
EMP08384,245,4,1,199,1,6.88
EMP08385,1079,211,3165,8848,-1,55.78
EMP08386,1184,22,490,2355,1,35.01
EMP08387,108,1,11,164,1,22.26
EMP08388,75,0,2,134,1,20.50
EMP08389,181,1,3,166,1,12.33
EMP08390,211,3,12,79,1,14.28
EMP08391,295,3,5,192,1,12.93
EMP08392,255,2,13,186,1,13.79
EMP08393,1486,271,2690,12033,-1,92.46
EMP08394,1820,184,4946,9568,-1,98.98
EMP08395,117,3,9,152,1,17.69
EMP08396,249,4,14,17,1,0.03
EMP08397,1189,246,2386,6669,-1,70.45
EMP08398,100,1,7,38,1,19.95
EMP08399,69,2,4,12,1,3.07
EMP08400,419,15,234,845,1,45.48
EMP08401,349,2,18,165,1,0.70
EMP08402,51,1,18,54,1,1.86
EMP08403,255,4,11,195,1,8.73
EMP08404,341,4,6,158,1,18.32
EMP08405,183,2,15,115,1,20.29
EMP08406,237,4,19,3,1,4.31
EMP08407,330,3,4,122,1,3.21
EMP08408,216,4,5,85,1,6.81
EMP08409,154,1,5,36,1,6.51
EMP08410,88,1,4,10,1,12.38
EMP08411,777,46,441,2238,1,29.12
EMP08412,791,20,74,1634,1,29.08
EMP08413,256,1,13,91,1,21.74
EMP08414,167,1,18,12,1,0.82
EMP08415,262,0,12,171,1,8.67
EMP08416,71,1,19,135,1,11.10
EMP08417,153,3,18,58,1,23.29
EMP08418,246,4,13,68,1,12.63
EMP08419,300,4,14,146,1,23.76
EMP08420,130,2,13,74,1,5.20
EMP08421,288,3,9,121,1,21.68
EMP08422,1224,232,6180,5625,-1,58.43
EMP08423,129,0,12,170,1,11.06
EMP08424,704,50,138,1210,1,29.64
EMP08425,303,4,12,64,1,4.14
EMP08426,238,1,0,169,1,11.24
EMP08427,243,3,1,170,1,17.84
EMP08428,312,4,10,100,1,21.99
EMP08429,205,3,11,5,1,16.67
EMP08430,531,58,179,750,1,39.98
EMP08431,101,1,6,154,1,13.74
EMP08432,282,1,18,148,1,14.87
EMP08433,233,4,9,153,1,16.41
EMP08434,1194,50,421,533,1,42.03
EMP08435,122,2,0,85,1,16.64
EMP08436,228,1,13,91,1,12.84
EMP08437,483,12,128,1446,1,30.69
EMP08438,1135,42,323,523,1,41.03
EMP08439,295,3,5,164,1,15.85
EMP08440,336,2,13,63,1,16.20
EMP08441,69,1,10,126,1,15.96
EMP08442,1002,47,435,580,1,27.81
EMP08443,300,0,5,78,1,22.67
EMP08444,563,47,195,653,1,26.19
EMP08445,108,0,9,19,1,13.84
EMP08446,83,2,17,33,1,20.02
EMP08447,311,4,3,106,1,22.79
EMP08448,195,2,18,45,1,15.99
EMP08449,349,1,5,95,1,16.28
EMP08450,780,37,272,922,1,33.06
EMP08451,337,1,5,139,1,6.19
EMP08452,80,2,19,60,1,23.95
EMP08453,936,45,68,1161,1,41.90
EMP08454,162,0,18,113,1,1.78
EMP08455,866,34,468,2233,1,35.09
EMP08456,164,2,16,36,1,5.82
EMP08457,339,0,8,63,1,5.84
EMP08458,1549,275,2806,7444,-1,89.63
EMP08459,107,0,1,31,1,14.70
EMP08460,1560,187,5423,14358,-1,55.47
EMP08461,92,2,7,57,1,23.52
EMP08462,174,2,16,97,1,22.25
EMP08463,100,0,7,53,1,20.22
EMP08464,189,2,9,92,1,13.64
EMP08465,1315,130,4127,14298,-1,60.41
EMP08466,62,0,5,19,1,5.11
EMP08467,69,4,5,87,1,12.84
EMP08468,144,1,2,55,1,3.62
EMP08469,1060,42,420,1127,1,39.57
EMP08470,336,4,8,12,1,8.48
EMP08471,221,4,16,0,1,14.55
EMP08472,1190,59,100,2441,1,43.72
EMP08473,921,11,145,765,1,28.33
EMP08474,881,36,478,1068,1,42.99
EMP08475,322,1,17,89,1,20.10
EMP08476,143,0,17,132,1,14.59
EMP08477,111,1,14,117,1,8.85
EMP08478,298,2,11,10,1,19.66
EMP08479,79,4,16,39,1,11.42
EMP08480,977,26,453,1181,1,42.39
EMP08481,90,1,3,86,1,3.36
EMP08482,184,3,6,51,1,15.99
EMP08483,559,37,61,2104,1,44.14
EMP08484,910,52,216,1328,1,31.14
EMP08485,315,0,9,27,1,4.60
EMP08486,1634,132,6022,8529,-1,65.78
EMP08487,835,35,372,2468,1,41.29
EMP08488,955,11,446,1066,1,46.08
EMP08489,1413,234,6198,6866,-1,55.94
EMP08490,687,34,114,1340,1,26.47
EMP08491,151,0,18,45,1,20.26
EMP08492,299,4,5,44,1,21.89
EMP08493,1667,248,3666,13548,-1,77.80
EMP08494,156,3,1,19,1,10.27
EMP08495,315,3,15,57,1,5.10
EMP08496,179,4,5,194,1,9.21
EMP08497,198,2,3,145,1,4.64
EMP08498,432,48,385,1560,1,45.43
EMP08499,287,2,3,36,1,10.17
EMP08500,147,4,13,158,1,18.69
EMP08501,149,1,6,16,1,13.43
EMP08502,337,0,7,61,1,4.47
EMP08503,187,2,0,115,1,8.38
EMP08504,322,1,13,32,1,9.16
EMP08505,118,2,18,167,1,19.65
EMP08506,462,21,502,1182,1,40.29
EMP08507,937,24,136,708,1,44.93
EMP08508,220,1,16,174,1,21.65
EMP08509,205,2,16,157,1,23.08
EMP08510,334,3,7,168,1,8.00
EMP08511,169,0,5,98,1,19.62
EMP08512,344,0,7,69,1,0.69
EMP08513,753,57,322,737,1,49.39
EMP08514,57,4,2,3,1,16.96
EMP08515,181,4,1,198,1,2.81
EMP08516,147,4,3,193,1,20.28
EMP08517,495,37,326,1731,1,42.90
EMP08518,258,0,16,122,1,21.89
EMP08519,197,4,9,44,1,16.50
EMP08520,177,3,8,100,1,14.04
EMP08521,344,1,7,182,1,0.46
EMP08522,272,3,5,94,1,12.04
EMP08523,258,4,2,78,1,14.38
EMP08524,126,4,8,77,1,23.73
EMP08525,344,1,11,91,1,19.64
EMP08526,241,3,0,187,1,3.45
EMP08527,1096,40,147,1317,1,29.11
EMP08528,137,0,3,188,1,22.03
EMP08529,93,3,0,151,1,3.93
EMP08530,122,3,7,47,1,18.38
EMP08531,81,4,2,34,1,10.19
EMP08532,60,2,13,119,1,14.13
EMP08533,151,0,6,5,1,10.14
EMP08534,172,2,7,66,1,10.27
EMP08535,76,0,7,60,1,9.45
EMP08536,775,16,344,2146,1,45.85
EMP08537,173,4,12,17,1,5.06
EMP08538,179,3,15,120,1,12.66
EMP08539,216,0,15,13,1,6.54
EMP08540,349,1,2,161,1,4.30
EMP08541,210,2,19,85,1,15.75
EMP08542,135,2,9,74,1,5.89
EMP08543,216,2,19,52,1,5.57
EMP08544,292,4,5,21,1,2.97
EMP08545,327,4,0,180,1,17.43
EMP08546,263,3,6,63,1,23.07
EMP08547,257,2,13,46,1,13.78
EMP08548,412,44,193,1161,1,42.76
EMP08549,695,10,341,1659,1,44.42
